SOURCE_POOL;TARGET_POOL;SEMANTICS;P_PARTIAL;NOISE;NFILES_POS;FOLD;ILASP_TRAIN_SUCCEEDED;STORED_MCC;STORED_MCC_FULL;SURFACE_POS;SURFACE_NEG;TP;FP;TN;FN;MCC;ACCURACY;LEARNED_MODEL_FILENAME;SCORE_SECONDS
dense;dense;CMP;0.5;0.1;20;4;1;0.5465357250000211;0.7418811204628575;80;80;57;0;80;23;0.743907;0.85625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.27
dense;dense;CMP;0.5;0.1;60;4;1;0.8040302522073696;0.96;80;80;79;2;78;1;0.962575;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.27
dense;dense;CMP;0.5;0.1;20;5;1;0.4160560864577884;0.9137080416200247;80;80;80;4;76;0;0.95119;0.975;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/CMP_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.22
dense;dense;STB;1.0;0.0;20;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.29
dense;dense;STB;1.0;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.42
dense;dense;STB;1.0;0.0;20;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.2
dense;dense;STB;1.0;0.0;60;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.18
dense;dense;STB;1.0;0.0;20;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.2
dense;dense;STB;1.0;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.48
dense;dense;STB;1.0;0.0;20;4;1;0.9801960588196069;0.9801960588196069;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.19
dense;dense;STB;1.0;0.0;60;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.2
dense;dense;STB;1.0;0.0;20;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.19
dense;dense;STB;1.0;0.1;60;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.4
dense;dense;STB;1.0;0.1;20;3;1;0.9704367948586523;0.9704367948586523;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_3_pos_20_neg_20_noise_0_1.lp;0.19
dense;dense;STB;1.0;0.1;60;3;1;0.8422598823413766;0.8422598823413766;80;80;80;10;70;0;0.881917;0.9375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_3_pos_60_neg_60_noise_0_1.lp;0.2
dense;dense;STB;1.0;0.1;20;4;1;0.9045340337332908;0.9045340337332908;80;80;80;6;74;0;0.927613;0.9625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.21
dense;dense;STB;1.0;0.0;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.42
dense;dense;STB;1.0;0.1;20;1;1;0.8509629433967631;0.8509629433967631;80;80;80;12;68;0;0.859727;0.925;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.19
dense;dense;STB;1.0;0.1;60;1;1;0.9511897312113418;0.9511897312113418;80;80;80;3;77;0;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.21
dense;dense;STB;1.0;0.1;20;2;1;0.9704367948586523;0.9704367948586523;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.22
dense;dense;STB;1.0;0.1;60;4;1;0.9900495037128093;0.9900495037128093;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.31
dense;dense;STB;1.0;0.1;20;5;1;0.8685539504902852;0.8685539504902852;80;80;80;8;72;0;0.904534;0.95;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.18
dense;dense;STB;1.0;0.1;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_full/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.2
dense;dense;STB;0.5;0.0;20;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.32
dense;dense;STB;0.5;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.19
dense;dense;STB;0.5;0.0;20;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.2
dense;dense;STB;0.5;0.0;60;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.2
dense;dense;STB;0.5;0.0;20;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.33
dense;dense;STB;0.5;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.19
dense;dense;STB;0.5;0.0;20;4;1;0.7901798760112801;0.9801960588196069;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.18
dense;dense;STB;0.5;0.0;60;4;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.24
dense;dense;STB;0.5;0.0;20;5;1;0.4056637134910177;0.9045340337332908;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.29
dense;dense;STB;0.5;0.0;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.17
dense;dense;STB;0.5;0.1;20;1;1;0.8103647462221736;0.9704367948586523;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.19
dense;dense;STB;0.5;0.1;60;1;1;0.8333820599391434;0.9704367948586523;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.33
dense;dense;STB;0.5;0.1;20;2;1;0.9504277887790924;0.9900495037128093;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.25
dense;dense;STB;0.5;0.1;60;2;1;0.9801960588196069;1.0;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.23
dense;dense;STB;0.5;0.1;20;3;1;0.9016243871634686;0.9900495037128093;80;80;80;1;79;0;0.987577;0.99375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_3_pos_20_neg_20_noise_0_1.lp;0.23
dense;dense;STB;0.5;0.1;60;3;1;0.8900445033377781;1.0;80;80;80;2;78;0;0.975305;0.9875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_3_pos_60_neg_60_noise_0_1.lp;0.35
dense;dense;STB;0.5;0.1;20;4;1;0.42316363302800525;0.8774460122564686;80;80;80;4;76;0;0.95119;0.975;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.2
dense;dense;STB;0.5;0.1;60;4;1;0.9601920576192068;0.9900495037128093;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.2
dense;dense;STB;0.5;0.1;20;5;1;0.4056637134910177;0.9045340337332908;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.19
dense;dense;STB;0.5;0.1;60;5;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/STB_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.33
dense;dense;PRF;1.0;0.0;20;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.39
dense;dense;PRF;1.0;0.0;60;1;1;0.9601920576192068;0.9601920576192068;80;80;77;1;79;3;0.950297;0.975;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.35
dense;dense;PRF;1.0;0.0;20;2;1;0.8954338623269738;0.8954338623269738;80;80;77;10;70;3;0.840725;0.91875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.19
dense;dense;PRF;1.0;0.0;60;2;1;1.0;1.0;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.18
dense;dense;PRF;1.0;0.0;20;3;1;0.9900495037128093;0.9900495037128093;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.2
dense;dense;PRF;1.0;0.0;60;3;1;0.9311646842384714;0.9311646842384714;80;80;77;6;74;3;0.888125;0.94375;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.33
dense;dense;PRF;1.0;0.0;20;4;1;0.9504277887790924;0.9504277887790924;80;80;77;1;79;3;0.950297;0.975;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.18
dense;dense;PRF;1.0;0.0;60;4;1;0.9900495037128093;0.9900495037128093;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.24
dense;dense;PRF;1.0;0.0;20;5;1;0.9607689228305227;0.9607689228305227;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.17
dense;dense;PRF;1.0;0.0;60;5;1;0.9801960588196069;0.9801960588196069;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.32
dense;dense;PRF;1.0;0.1;20;1;1;0.7726194953941324;0.7726194953941324;80;80;77;18;62;3;0.750816;0.86875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.17
dense;dense;PRF;1.0;0.1;60;1;1;0.96;0.96;80;80;77;3;77;3;0.925;0.9625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.25
dense;dense;PRF;1.0;0.1;20;2;1;0.9416965821485117;0.9416965821485117;80;80;77;5;75;3;0.900281;0.95;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.19
dense;dense;PRF;0.5;0.0;60;1;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0.lp;0.17
dense;dense;PRF;0.5;0.0;20;2;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0.lp;0.19
dense;dense;PRF;0.5;0.0;60;2;1;0.8703917644608531;1.0;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0.lp;0.18
dense;dense;PRF;0.5;0.0;20;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_3_pos_20_neg_20_noise_0.lp;0.2
dense;dense;PRF;1.0;0.1;60;2;1;0.9607689228305227;0.9607689228305227;80;80;77;5;75;3;0.900281;0.95;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.37
dense;dense;PRF;1.0;0.1;20;3;1;0.9900495037128093;0.9900495037128093;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_3_pos_20_neg_20_noise_0_1.lp;0.21
dense;dense;PRF;1.0;0.1;60;3;1;0.98;0.98;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_3_pos_60_neg_60_noise_0_1.lp;0.21
dense;dense;PRF;1.0;0.1;20;4;1;0.9900495037128093;0.9900495037128093;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_4_pos_20_neg_20_noise_0_1.lp;0.24
dense;dense;PRF;1.0;0.1;60;4;1;0.9407529036048868;0.9407529036048868;80;80;77;3;77;3;0.925;0.9625;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_4_pos_60_neg_60_noise_0_1.lp;0.36
dense;dense;PRF;1.0;0.1;20;5;1;0.8461141122266493;0.8461141122266493;80;80;77;9;71;3;0.852401;0.925;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_5_pos_20_neg_20_noise_0_1.lp;0.23
dense;dense;PRF;1.0;0.1;60;5;1;0.9500475035627969;0.9500475035627969;80;80;77;5;75;3;0.900281;0.95;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_full/ilasp_task_iter_5_pos_60_neg_60_noise_0_1.lp;0.2
dense;dense;PRF;0.5;0.0;20;1;1;0.7801560468156056;0.9704367948586523;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0.lp;0.22
dense;dense;PRF;0.5;0.0;60;3;1;1.0;1.0;80;80;80;0;80;0;1.0;1.0;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_3_pos_60_neg_60_noise_0.lp;0.23
dense;dense;PRF;0.5;0.0;20;4;1;0.9111396372656011;0.9900495037128093;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_4_pos_20_neg_20_noise_0.lp;0.18
dense;dense;PRF;0.5;0.0;60;4;1;0.9111396372656011;0.9900495037128093;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_4_pos_60_neg_60_noise_0.lp;0.27
dense;dense;PRF;0.5;0.0;20;5;1;0.8104408984731077;0.9607689228305227;80;80;80;5;75;0;0.939336;0.96875;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_5_pos_20_neg_20_noise_0.lp;0.3
dense;dense;PRF;0.5;0.0;60;5;1;0.8520901845725957;0.9801960588196069;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_5_pos_60_neg_60_noise_0.lp;0.24
dense;dense;PRF;0.5;0.1;20;1;1;0.78;0.9601920576192068;80;80;77;1;79;3;0.950297;0.975;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_1_pos_20_neg_20_noise_0_1.lp;0.26
dense;dense;PRF;0.5;0.1;60;1;1;0.9100455034127843;0.9704367948586523;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_1_pos_60_neg_60_noise_0_1.lp;0.33
dense;dense;PRF;0.5;0.1;20;2;1;0.8703917644608531;1.0;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_2_pos_20_neg_20_noise_0_1.lp;0.26
dense;dense;PRF;0.5;0.1;60;2;1;0.8500425031877656;1.0;80;80;77;0;80;3;0.963177;0.98125;/Users/fdasaro/Desktop/Zlatina/FabioExperimentsMacM4_claude/artifacts/final_synthetic_v2/train_output/final_synthetic_v2_pos50_20260704_112450/PRF_partial_0.5/ilasp_task_iter_2_pos_60_neg_60_noise_0_1.lp;0.23
